cnn,monthly_frequency,frequency_group
1749000,6,6
1750000,5,5
1751000,5,5
1752000,5,5
1753000,5,5
1754000,4,4
1755000,4,4
1756000,4,4
1757000,4,4
1758000,4,4
1759000,4,4
1760000,4,4
1761000,4,4
1762000,4,4
1763000,4,4
1764000,4,4
1765000,4,4
1766000,4,4
1767000,4,4
1768000,4,4
1769000,6,6
1770000,6,6
1771000,6,6
1772000,6,6
1773000,5,5
1774000,5,5
1775000,5,5
1776000,5,5
1777000,4,4
1778000,4,4
1779000,4,4
1780000,4,4
1781000,4,4
1782000,4,4
1783000,4,4
1784000,4,4
1785000,4,4
1786000,4,4
1787000,4,4
1788000,4,4
1789000,4,4
1790000,4,4
1791000,4,4
1792000,4,4
1793000,4,4
1794000,4,4
1801000,3,3
1802000,6,6
1803000,6,6
1804000,6,6
1805000,6,6
1806000,5,5
1807000,5,5
1808000,5,5
1809000,5,5
1810000,4,4
1811000,4,4
1812000,4,4
1813000,4,4
1814000,4,4
1815000,4,4
1816000,4,4
1817000,4,4
1818000,4,4
1819000,4,4
1820000,4,4
1821000,4,4
1822000,4,4
1823000,4,4
1824000,4,4
1825000,6,6
1826000,6,6
1827000,6,6
1828000,6,6
1829000,6,6
1830000,5,5
1831000,5,5
1832000,5,5
1833000,8,7-8
1834000,8,7-8
1835000,8,7-8
1836000,4,4
1837000,4,4
1838000,4,4
1839000,4,4
1840000,4,4
1841000,4,4
1842000,4,4
1843000,4,4
1844000,4,4
1845000,4,4
1846000,4,4
1847000,4,4
1848000,4,4
1849000,4,4
1850000,4,4
1851000,6,6
1852000,6,6
1853000,6,6
1854000,6,6
1855000,5,5
1856000,4,4
1857000,4,4
1858000,4,4
1859000,4,4
1860000,4,4
1861000,4,4
1862000,4,4
1863000,4,4
1864000,4,4
1865000,4,4
1866000,4,4
1867000,4,4
1868000,4,4
1869000,6,6
1870000,6,6
1871000,6,6
1872000,6,6
1873000,4,4
1874000,4,4
1875000,4,4
1876000,4,4
1877000,4,4
1878000,4,4
1879000,4,4
1880000,4,4
1881000,4,4
1882000,4,4
1883000,4,4
1884000,4,4
1885000,4,4
1886000,4,4
1887000,4,4
1888000,4,4
1889000,6,6
1890000,6,6
1891000,6,6
1892000,6,6
1893000,5,5
1894000,5,5
1895000,5,5
1896000,4,4
1897000,4,4
1898000,4,4
1899000,7,7-8
1900000,4,4
1901000,4,4
1902000,4,4
1903000,4,4
1904000,4,4
1905000,4,4
1906000,4,4
1907000,4,4
1908000,4,4
1910000,6,6
1911000,6,6
1912000,6,6
1913000,6,6
1914000,5,5
1915000,5,5
1916000,5,5
1917000,5,5
1918000,4,4
1919000,4,4
1920000,4,4
1921000,4,4
1922000,4,4
1923000,4,4
1924000,4,4
1925000,4,4
1926000,4,4
1927000,4,4
1928000,4,4
1929000,4,4
1930000,4,4
1931000,4,4
1932000,6,6
1933000,6,6
1934000,6,6
1935000,6,6
1936000,5,5
1937000,5,5
1938000,5,5
1939000,5,5
1940000,4,4
1941000,4,4
1942000,4,4
1943000,4,4
1944000,4,4
1945000,4,4
1946000,4,4
1947000,4,4
1948000,4,4
1949000,4,4
1950000,4,4
1951000,4,4
1952000,4,4
1953000,4,4
1954000,6,6
1955000,6,6
1956000,6,6
1957000,6,6
1958000,5,5
1959000,5,5
1960000,5,5
1961000,5,5
1962000,4,4
1963000,4,4
1964000,4,4
1965000,4,4
1966000,4,4
1967000,4,4
1968000,4,4
1969000,4,4
1970000,4,4
1971000,4,4
1972000,4,4
1973000,4,4
1974000,4,4
1975000,4,4
1976000,6,6
1977000,6,6
1978000,6,6
1979000,6,6
1980000,5,5
1981000,5,5
1982000,5,5
1983000,5,5
1984000,4,4
1985000,4,4
1986000,4,4
1987000,4,4
1988000,4,4
1989000,4,4
1990000,4,4
1991000,6,6
1992000,4,4
1993000,4,4
1994000,4,4
1995000,4,4
1996000,4,4
1997000,4,4
1998000,6,6
1999000,6,6
2000000,6,6
2001000,6,6
2002000,5,5
2003000,5,5
2004000,5,5
2005000,5,5
2006000,4,4
2007000,4,4
2008000,4,4
2009000,4,4
2010000,4,4
2011000,4,4
2012000,4,4
2013000,6,6
2014000,2,2
2015000,4,4
2016000,4,4
2017000,4,4
2018000,4,4
2019000,4,4
2020000,6,6
2021000,6,6
2022000,6,6
2023000,6,6
2024000,5,5
2025000,5,5
2026000,5,5
2027000,5,5
2028000,4,4
2029000,4,4
2030000,4,4
2031000,4,4
2032000,4,4
2033000,4,4
2034000,4,4
2035000,6,6
2036000,2,2
2037000,4,4
2038000,4,4
2039000,4,4
2040000,4,4
2041000,4,4
2043000,6,6
2044000,6,6
2045000,6,6
2046000,6,6
2047000,5,5
2048000,5,5
2049000,5,5
2050000,5,5
2051000,4,4
2052000,4,4
2053000,4,4
2054000,4,4
2055000,4,4
2056000,4,4
2057000,4,4
2058000,4,4
2059000,4,4
2060000,2,2
2061000,4,4
2062000,4,4
2064000,4,4
2065000,4,4
2066000,6,6
2067000,6,6
2068000,6,6
2069000,6,6
2070000,5,5
2071000,5,5
2072000,5,5
2073000,5,5
2074000,4,4
2075000,4,4
2076000,4,4
2077000,4,4
2078000,2,2
2079000,4,4
2080000,4,4
2081000,4,4
2082000,4,4
2087000,8,7-8
2090000,8,7-8
2093000,4,4
2094000,4,4
2095000,4,4
2097000,8,7-8
2098000,8,7-8
2101000,4,4
2103000,4,4
2106000,4,4
2107000,8,7-8
2108000,8,7-8
2109000,8,7-8
2110000,8,7-8
2111000,8,7-8
2112000,8,7-8
2113000,8,7-8
2114000,8,7-8
2115000,8,7-8
2116000,8,7-8
2117000,8,7-8
2118000,8,7-8
2119000,8,7-8
2120000,8,7-8
2121000,8,7-8
2122000,8,7-8
2123000,8,7-8
2124000,8,7-8
2125000,4,4
2128000,4,4
2131000,8,7-8
2132000,8,7-8
2133000,8,7-8
2134000,8,7-8
2135000,8,7-8
2136000,8,7-8
2137000,8,7-8
2138000,8,7-8
2140000,8,7-8
2141000,8,7-8
2142000,12,9-12
2144000,8,7-8
2145000,8,7-8
2146000,8,7-8
2147000,8,7-8
2157201,3,3
2157202,3,3
2157203,3,3
2159101,4,4
2159102,4,4
2159201,4,4
2160101,4,4
2160201,4,4
2161101,4,4
2161201,4,4
2162101,4,4
2162201,4,4
2163101,4,4
2163201,4,4
2164101,4,4
2164102,4,4
2164201,4,4
2165101,4,4
2165102,4,4
2165103,4,4
2165201,4,4
2166101,4,4
2166201,4,4
2167101,4,4
2167102,4,4
2167201,4,4
2168101,4,4
2168201,4,4
2168202,4,4
2169101,4,4
2169201,4,4
2170102,4,4
2170103,4,4
2170201,4,4
2170202,4,4
2171101,4,4
2171201,4,4
2172101,4,4
2172201,4,4
2173101,4,4
2173201,4,4
2174101,4,4
2174201,4,4
2175101,4,4
2175201,4,4
2175202,4,4
2176101,4,4
2176102,4,4
2176201,4,4
2177101,4,4
2177102,4,4
2177201,4,4
2177202,4,4
2178101,4,4
2178201,4,4
2179101,2,2
2180101,2,2
2180201,2,2
2181101,2,2
2181102,2,2
2181201,2,2
2181202,2,2
2182101,2,2
2182201,2,2
2183101,2,2
2183102,2,2
2183201,2,2
2184101,2,2
2184201,2,2
2184202,2,2
2185101,2,2
2185102,2,2
2189000,4,4
2190000,4,4
2191000,4,4
2192000,4,4
2196000,8,7-8
2197000,8,7-8
2198000,8,7-8
2199000,8,7-8
2200000,4,4
2201000,4,4
2202000,4,4
2203000,2,2
2204000,2,2
2205000,2,2
2206000,4,4
2207000,4,4
2208000,2,2
2209000,4,4
2210000,8,7-8
2211000,8,7-8
2212000,4,4
2216000,8,7-8
2217000,8,7-8
2218000,8,7-8
2223000,4,4
2224000,4,4
2225000,4,4
2226000,6,6
2227000,4,4
2228000,4,4
2229000,4,4
2230000,4,4
2231000,4,4
2232000,4,4
2233000,4,4
2243000,8,7-8
2244000,8,7-8
2245000,8,7-8
2246000,8,7-8
2247000,8,7-8
2248000,8,7-8
2249000,8,7-8
2250000,8,7-8
2251000,8,7-8
2252000,4,4
2253000,4,4
2254000,4,4
2255000,4,4
2256000,4,4
2257000,4,4
2260000,4,4
2261000,4,4
2262000,8,7-8
2263000,8,7-8
2264000,8,7-8
2265000,8,7-8
2270000,8,7-8
2271000,8,7-8
2272000,8,7-8
2273000,8,7-8
2274000,8,7-8
2278000,4,4
2279000,4,4
2280000,4,4
2281000,4,4
2282000,4,4
2283000,4,4
2284000,4,4
2285000,4,4
2286000,4,4
2287000,4,4
2291000,8,7-8
2292000,8,7-8
2293000,8,7-8
2294000,8,7-8
2295000,8,7-8
2296000,8,7-8
2298000,12,9-12
2299000,12,9-12
2300000,12,9-12
2302000,4,4
2305000,8,7-8
2306000,8,7-8
2307000,8,7-8
2308000,8,7-8
2309000,8,7-8
2310000,8,7-8
2311000,8,7-8
2312000,8,7-8
2313000,8,7-8
2314000,8,7-8
2315000,8,7-8
2316000,8,7-8
2317000,8,7-8
2318000,4,4
2319000,4,4
2320000,4,4
2321000,4,4
2322000,5,5
2323000,4,4
2324000,4,4
2325000,4,4
2326000,4,4
2327000,4,4
2328000,4,4
2329000,4,4
2330000,4,4
2331000,4,4
2332000,4,4
2333000,4,4
2334000,4,4
2335000,4,4
2336000,4,4
2337000,4,4
2338000,4,4
2339000,4,4
2340000,4,4
2341000,4,4
2342000,4,4
2343000,4,4
2344000,4,4
2345000,4,4
2346000,4,4
2347000,4,4
2348000,4,4
2349000,4,4
2350000,4,4
2351000,4,4
2352000,4,4
2353000,4,4
2354000,4,4
2355000,4,4
2356000,4,4
2357000,4,4
2358000,4,4
2359000,4,4
2360000,4,4
2361000,4,4
2362000,4,4
2363000,4,4
2364000,8,7-8
2365000,8,7-8
2366000,8,7-8
2367000,8,7-8
2368000,8,7-8
2369000,8,7-8
2370000,8,7-8
2371000,8,7-8
2372000,8,7-8
2373000,8,7-8
2374000,4,4
2375000,4,4
2376000,4,4
2377000,4,4
2378000,4,4
2380000,4,4
2381101,2,2
2381201,2,2
2382000,4,4
2383000,4,4
2384000,4,4
2385000,4,4
2386000,4,4
2387000,4,4
2388000,4,4
2389000,4,4
2391000,4,4
2392000,4,4
2393000,4,4
2394000,4,4
2395000,4,4
2396000,4,4
2397000,4,4
2399000,4,4
2400000,4,4
2401000,2,2
2403000,4,4
2404000,2,2
2405000,4,4
2408000,8,7-8
2409000,8,7-8
2410000,8,7-8
2411000,8,7-8
2412000,8,7-8
2413000,4,4
2414000,4,4
2415000,4,4
2416000,4,4
2417000,4,4
2418000,4,4
2419000,4,4
2420000,4,4
2421000,4,4
2422000,4,4
2423000,4,4
2424000,4,4
2425000,4,4
2426000,4,4
2427000,4,4
2428000,4,4
2429000,4,4
2432000,4,4
2433000,4,4
2434000,4,4
2435000,8,7-8
2436000,8,7-8
2437000,8,7-8
2438000,8,7-8
2439000,8,7-8
2440000,8,7-8
2441000,8,7-8
2442000,8,7-8
2443000,8,7-8
2444000,8,7-8
2445000,8,7-8
2446000,8,7-8
2447000,4,4
2448000,4,4
2449000,4,4
2450000,4,4
2451000,4,4
2452000,4,4
2453000,4,4
2454000,4,4
2455000,4,4
2459000,8,7-8
2460000,8,7-8
2461000,8,7-8
2462000,8,7-8
2463000,8,7-8
2464000,8,7-8
2466000,20,17-20
2467000,20,17-20
2468000,28,21-28
2469000,28,21-28
2470000,28,21-28
2471000,28,21-28
2472000,28,21-28
2473000,28,21-28
2474000,28,21-28
2475000,28,21-28
2476000,28,21-28
2477000,28,21-28
2478101,20,17-20
2478201,12,9-12
2479101,12,9-12
2479102,12,9-12
2479103,12,9-12
2479201,4,4
2479202,4,4
2479203,16,13-16
2480101,24,21-28
2480201,12,9-12
2481101,24,21-28
2481201,12,9-12
2482101,20,17-20
2482201,12,9-12
2483101,20,17-20
2483201,12,9-12
2484101,20,17-20
2484201,12,9-12
2485101,20,17-20
2485201,12,9-12
2486101,20,17-20
2486201,12,9-12
2487101,20,17-20
2487201,12,9-12
2488101,20,17-20
2488201,12,9-12
2489101,20,17-20
2489201,12,9-12
2489202,12,9-12
2490101,14,13-16
2490102,14,13-16
2490201,7,7-8
2491000,4,4
2492000,4,4
2493000,4,4
2494000,4,4
2496000,4,4
2497000,2,2
2499000,4,4
2502000,4,4
2508000,8,7-8
2509000,8,7-8
2510000,8,7-8
2511000,8,7-8
2512000,8,7-8
2513000,8,7-8
2514000,8,7-8
2515000,8,7-8
2516000,8,7-8
2517000,8,7-8
2518000,8,7-8
2521000,2,2
2522000,4,4
2523000,4,4
2524000,4,4
2525000,4,4
2526000,4,4
2527000,4,4
2528000,4,4
2530000,4,4
2531000,8,7-8
2532000,8,7-8
2534000,8,7-8
2535000,8,7-8
2536000,8,7-8
2537000,8,7-8
2538000,8,7-8
2539000,8,7-8
2540000,8,7-8
2541000,8,7-8
2542000,8,7-8
2543000,8,7-8
2544000,8,7-8
2547000,4,4
2548000,8,7-8
2549000,8,7-8
2550000,8,7-8
2555000,8,7-8
2556000,8,7-8
2557000,8,7-8
2558000,8,7-8
2559000,8,7-8
2560000,8,7-8
2561000,8,7-8
2562000,8,7-8
2563000,8,7-8
2564000,8,7-8
2565000,8,7-8
2566000,2,2
2567000,4,4
2568000,4,4
2569000,4,4
2570000,4,4
2572000,4,4
2573000,4,4
2576000,4,4
2579000,8,7-8
2580000,8,7-8
2581000,8,7-8
2582000,8,7-8
2583000,8,7-8
2584000,8,7-8
2585000,8,7-8
2586000,8,7-8
2587000,4,4
2588000,8,7-8
2589000,8,7-8
2590000,8,7-8
2591000,8,7-8
2592000,8,7-8
2593000,8,7-8
2594000,4,4
2595000,4,4
2596000,4,4
2597000,4,4
2598000,4,4
2601000,8,7-8
2602000,4,4
2604000,8,7-8
2605000,8,7-8
2606000,8,7-8
2607000,8,7-8
2608000,8,7-8
2609000,8,7-8
2610000,8,7-8
2611000,8,7-8
2612000,8,7-8
2613000,8,7-8
2614000,8,7-8
2615000,8,7-8
2616000,4,4
2617000,4,4
2618000,4,4
2619000,4,4
2620000,4,4
2621000,4,4
2622000,4,4
2623000,4,4
2624000,4,4
2625000,4,4
2626000,4,4
2630000,4,4
2631000,4,4
2632000,4,4
2633000,4,4
2634000,4,4
2635000,4,4
2636000,4,4
2637000,6,6
2638000,6,6
2639000,2,2
2640000,6,6
2641000,6,6
2642000,6,6
2643000,6,6
2645000,4,4
2646000,4,4
2647000,4,4
2648000,4,4
2649000,4,4
2650000,4,4
2651000,4,4
2652000,4,4
2653000,4,4
2654000,4,4
2655000,4,4
2656000,4,4
2657000,4,4
2658000,4,4
2659000,4,4
2660000,4,4
2661000,4,4
2662000,4,4
2663000,4,4
2664000,4,4
2665000,4,4
2666000,4,4
2667000,4,4
2668000,4,4
2669000,4,4
2670000,4,4
2671000,4,4
2672000,4,4
2673000,4,4
2674000,4,4
2675000,4,4
2676000,4,4
2677000,15,13-16
2678000,15,13-16
2679000,15,13-16
2680000,15,13-16
2681000,15,13-16
2682000,15,13-16
2683000,15,13-16
2684000,15,13-16
2685000,15,13-16
2686000,15,13-16
2687000,4,4
2688000,4,4
2689000,4,4
2690000,4,4
2691000,4,4
2692000,4,4
2693000,4,4
2694000,4,4
2695000,4,4
2696000,4,4
2697000,4,4
2698000,4,4
2701000,8,7-8
2702101,4,4
2702201,8,7-8
2702202,8,7-8
2703001,8,7-8
2704000,8,7-8
2705000,4,4
2706000,4,4
2709000,8,7-8
2710000,8,7-8
2711000,8,7-8
2712000,8,7-8
2717000,8,7-8
2718000,8,7-8
2719000,8,7-8
2720000,8,7-8
2721000,8,7-8
2724000,4,4
2725000,8,7-8
2730000,8,7-8
2731000,8,7-8
2732000,8,7-8
2733000,8,7-8
2734000,4,4
2735000,8,7-8
2736000,8,7-8
2737000,8,7-8
2738000,8,7-8
2739000,8,7-8
2740000,8,7-8
2741000,8,7-8
2742000,28,21-28
2743000,12,9-12
2744000,12,9-12
2745000,8,7-8
2746000,8,7-8
2747000,8,7-8
2750000,4,4
2751000,20,17-20
2752000,20,17-20
2753000,20,17-20
2754000,20,17-20
2755000,20,17-20
2756000,20,17-20
2757000,20,17-20
2758000,20,17-20
2759000,20,17-20
2760000,20,17-20
2761000,20,17-20
2762000,20,17-20
2763000,20,17-20
2764000,20,17-20
2765000,20,17-20
2766000,20,17-20
2767000,20,17-20
2768000,20,17-20
2769000,20,17-20
2771000,20,17-20
2772000,20,17-20
2773000,20,17-20
2774000,20,17-20
2775000,16,13-16
2776000,18,17-20
2777000,18,17-20
2778000,2,2
2779000,4,4
2780000,4,4
2781000,4,4
2782000,4,4
2783000,4,4
2784000,10,9-12
2785001,4,4
2785002,4,4
2786000,4,4
2787000,4,4
2788000,2,2
2789000,4,4
2790000,4,4
2791000,4,4
2792000,4,4
2793000,4,4
2794000,4,4
2795000,6,6
2798000,4,4
2799103,8,7-8
2799104,28,21-28
2799105,28,21-28
2799106,28,21-28
2799201,4,4
2800101,12,9-12
2800102,12,9-12
2800201,20,17-20
2800202,20,17-20
2801101,12,9-12
2801102,12,9-12
2801103,12,9-12
2801201,20,17-20
2801202,20,17-20
2801203,20,17-20
2802101,16,13-16
2802201,24,21-28
2803000,32,29-36
2804000,32,29-36
2805000,32,29-36
2806000,32,29-36
2807000,32,29-36
2808000,32,29-36
2809000,32,29-36
2810000,32,29-36
2811000,32,29-36
2812000,32,29-36
2813000,32,29-36
2814000,32,29-36
2815000,32,29-36
2816000,4,4
2817000,4,4
2818000,4,4
2822102,12,9-12
2822103,8,7-8
2822104,8,7-8
2822201,8,7-8
2823101,12,9-12
2823102,12,9-12
2823201,8,7-8
2824101,12,9-12
2824201,16,13-16
2824202,16,13-16
2825101,12,9-12
2825201,16,13-16
2826101,12,9-12
2826201,16,13-16
2827101,4,4
2827201,12,9-12
2830000,8,7-8
2831000,8,7-8
2832000,8,7-8
2833000,8,7-8
2838000,20,17-20
2839000,20,17-20
2840000,20,17-20
2841000,20,17-20
2842000,20,17-20
2843000,20,17-20
2844000,20,17-20
2845000,20,17-20
2846000,20,17-20
2847000,20,17-20
2848000,20,17-20
2849000,4,4
2850000,4,4
2851000,4,4
2852000,4,4
2853000,4,4
2854000,4,4
2855000,4,4
2856000,4,4
2857000,4,4
2858000,4,4
2859000,4,4
2860000,4,4
2861000,4,4
2862000,4,4
2863000,20,17-20
2864000,20,17-20
2865000,20,17-20
2866000,8,7-8
2867000,8,7-8
2868000,8,7-8
2869000,4,4
2870000,8,7-8
2871000,4,4
2872000,8,7-8
2873000,8,7-8
2874000,8,7-8
2875000,8,7-8
2878000,12,9-12
2882000,8,7-8
2883000,8,7-8
2885000,1,1
2886000,1,1
2887000,2,2
2888000,1,1
2889000,4,4
2903000,4,4
2904000,4,4
2905000,4,4
2906000,4,4
2908000,8,7-8
2909000,8,7-8
2910000,2,2
2911000,2,2
2912000,2,2
2913000,2,2
2914000,2,2
2915000,4,4
2916000,4,4
2917000,4,4
2918000,4,4
2921000,4,4
2922000,4,4
2923000,4,4
2924000,4,4
2925000,2,2
2926000,4,4
2927000,4,4
2928000,4,4
2929000,2,2
2930000,4,4
2931000,4,4
2932000,4,4
2933000,2,2
2935000,4,4
2936000,4,4
2937000,4,4
2938000,4,4
2939000,4,4
2944000,8,7-8
2945000,8,7-8
2946000,8,7-8
2949000,2,2
2950000,8,7-8
2953000,20,17-20
2954000,20,17-20
2955000,20,17-20
2956003,12,9-12
2956004,12,9-12
2956005,8,7-8
2957000,4,4
2958000,8,7-8
2959000,4,4
2960000,4,4
2962000,4,4
2965000,8,7-8
2966000,8,7-8
2967000,4,4
2968000,4,4
2969000,4,4
2971000,8,7-8
2973000,4,4
2974000,4,4
2982000,8,7-8
2983000,8,7-8
2986000,8,7-8
2987000,8,7-8
2988000,8,7-8
2989000,8,7-8
2990000,8,7-8
2991000,8,7-8
2993000,8,7-8
2994000,8,7-8
2995000,8,7-8
2996000,8,7-8
3001000,8,7-8
3002000,8,7-8
3006000,4,4
3007000,4,4
3008000,8,7-8
3009000,8,7-8
3010000,2,2
3015000,4,4
3016000,4,4
3017000,4,4
3018000,4,4
3019000,4,4
3020000,4,4
3021000,4,4
3022000,4,4
3023000,4,4
3024000,4,4
3025101,3,3
3025201,3,3
3025202,3,3
3026101,3,3
3026201,3,3
3027101,2,2
3027201,3,3
3028101,2,2
3028201,3,3
3029101,2,2
3029201,3,3
3030101,2,2
3030102,2,2
3030201,3,3
3031101,2,2
3031201,2,2
3032000,4,4
3033000,8,7-8
3036000,8,7-8
3038000,8,7-8
3039000,8,7-8
3040000,8,7-8
3041000,8,7-8
3042000,8,7-8
3043000,8,7-8
3044000,8,7-8
3046000,8,7-8
3047000,8,7-8
3048000,8,7-8
3049000,4,4
3051000,8,7-8
3055000,8,7-8
3056000,8,7-8
3057000,8,7-8
3059000,8,7-8
3060000,8,7-8
3061000,8,7-8
3063000,8,7-8
3064000,8,7-8
3065000,8,7-8
3067000,8,7-8
3068000,4,4
3069000,4,4
3070000,4,4
3071000,8,7-8
3072000,8,7-8
3073000,8,7-8
3074000,16,13-16
3075000,16,13-16
3076000,16,13-16
3077000,20,17-20
3078000,20,17-20
3079000,20,17-20
3080000,20,17-20
3081000,8,7-8
3082000,20,17-20
3083000,20,17-20
3084000,20,17-20
3085000,20,17-20
3086000,20,17-20
3087000,20,17-20
3088000,20,17-20
3089000,20,17-20
3090000,20,17-20
3091000,20,17-20
3093000,8,7-8
3094000,8,7-8
3095000,8,7-8
3096000,8,7-8
3097000,8,7-8
3098000,8,7-8
3099000,8,7-8
3100000,8,7-8
3101000,8,7-8
3102000,8,7-8
3103000,8,7-8
3104000,8,7-8
3111000,4,4
3112000,4,4
3121000,8,7-8
3122000,8,7-8
3123000,8,7-8
3124000,8,7-8
3125000,8,7-8
3126000,2,2
3127000,4,4
3128000,4,4
3129000,4,4
3130000,4,4
3131000,4,4
3132000,4,4
3133000,4,4
3134000,4,4
3135000,8,7-8
3136000,8,7-8
3137000,4,4
3138000,4,4
3139000,4,4
3140000,4,4
3141000,4,4
3142000,32,29-36
3143000,32,29-36
3144000,32,29-36
3145000,20,17-20
3146000,32,29-36
3147000,32,29-36
3148000,32,29-36
3149000,32,29-36
3150000,32,29-36
3151000,32,29-36
3152000,32,29-36
3153000,32,29-36
3154000,32,29-36
3155000,32,29-36
3156000,32,29-36
3157000,8,7-8
3158000,8,7-8
3169201,8,7-8
3171000,8,7-8
3172000,8,7-8
3173000,8,7-8
3174000,8,7-8
3175000,8,7-8
3176000,8,7-8
3177000,8,7-8
3178000,8,7-8
3179000,8,7-8
3180000,8,7-8
3181000,8,7-8
3182000,8,7-8
3183000,8,7-8
3184000,8,7-8
3185000,8,7-8
3187000,8,7-8
3188000,8,7-8
3189000,8,7-8
3190000,8,7-8
3191000,8,7-8
3192000,8,7-8
3193000,8,7-8
3194000,8,7-8
3195000,8,7-8
3196000,8,7-8
3197000,8,7-8
3198000,8,7-8
3199000,8,7-8
3200000,4,4
3201000,4,4
3202000,4,4
3203000,4,4
3204000,4,4
3205000,4,4
3206000,4,4
3207000,4,4
3208000,4,4
3209000,4,4
3210000,4,4
3211000,4,4
3213000,4,4
3214000,4,4
3215000,4,4
3216000,4,4
3217000,4,4
3218000,4,4
3219000,4,4
3220000,4,4
3221000,4,4
3222000,4,4
3223000,4,4
3224000,4,4
3225000,2,2
3226000,4,4
3227000,4,4
3228000,4,4
3229000,8,7-8
3230000,8,7-8
3232000,12,9-12
3233000,8,7-8
3234000,8,7-8
3238000,4,4
3244000,4,4
3245000,4,4
3246000,4,4
3247000,8,7-8
3248000,8,7-8
3249000,8,7-8
3250000,8,7-8
3251000,8,7-8
3252000,8,7-8
3253000,8,7-8
3254000,8,7-8
3255000,8,7-8
3256000,8,7-8
3257000,8,7-8
3258000,8,7-8
3259000,8,7-8
3260000,8,7-8
3261000,4,4
3262000,8,7-8
3263000,8,7-8
3264000,8,7-8
3265000,8,7-8
3266000,8,7-8
3267000,8,7-8
3268000,8,7-8
3269000,8,7-8
3270000,8,7-8
3271000,8,7-8
3272000,8,7-8
3273000,8,7-8
3274000,8,7-8
3275000,20,17-20
3276000,12,9-12
3276098,4,4
3276099,4,4
3277000,4,4
3278000,8,7-8
3279000,8,7-8
3280000,20,17-20
3281000,20,17-20
3282000,20,17-20
3283000,20,17-20
3284000,20,17-20
3285000,20,17-20
3286000,20,17-20
3287000,20,17-20
3288000,20,17-20
3289000,20,17-20
3290000,20,17-20
3291000,20,17-20
3292000,20,17-20
3293000,20,17-20
3294000,20,17-20
3295000,20,17-20
3296000,20,17-20
3296001,20,17-20
3297000,20,17-20
3298000,20,17-20
3299000,20,17-20
3300000,20,17-20
3301000,20,17-20
3302000,16,13-16
3303000,16,13-16
3304000,16,13-16
3305000,16,13-16
3306000,8,7-8
3307000,8,7-8
3308000,8,7-8
3309000,8,7-8
3310001,20,17-20
3310002,20,17-20
3311000,20,17-20
3312000,20,17-20
3313000,20,17-20
3314000,20,17-20
3315000,20,17-20
3316000,20,17-20
3317000,20,17-20
3318000,4,4
3319000,4,4
3321000,8,7-8
3322000,8,7-8
3323000,8,7-8
3324000,8,7-8
3325001,8,7-8
3325002,8,7-8
3326000,8,7-8
3327000,8,7-8
3328000,8,7-8
3329000,8,7-8
3330000,8,7-8
3331000,8,7-8
3332000,8,7-8
3333000,8,7-8
3334000,4,4
3335000,4,4
3337000,4,4
3338000,4,4
3339000,4,4
3340000,4,4
3341000,4,4
3342000,4,4
3343000,4,4
3344000,4,4
3345000,4,4
3346000,4,4
3347000,4,4
3348000,4,4
3349000,4,4
3350000,4,4
3351000,4,4
3352000,4,4
3353000,4,4
3354000,4,4
3355000,4,4
3356000,6,6
3357000,8,7-8
3358000,3,3
3362000,8,7-8
3363000,8,7-8
3364000,8,7-8
3365000,8,7-8
3367000,8,7-8
3368000,8,7-8
3369000,8,7-8
3370000,8,7-8
3371000,8,7-8
3376000,8,7-8
3381000,4,4
3382000,4,4
3383000,4,4
3384000,4,4
3385000,4,4
3386000,4,4
3387000,2,2
3388000,4,4
3389000,4,4
3390000,4,4
3391000,4,4
3392000,4,4
3398000,4,4
3401000,4,4
3402000,8,7-8
3404000,4,4
3405000,8,7-8
3406000,8,7-8
3407000,8,7-8
3408000,8,7-8
3409000,8,7-8
3410000,8,7-8
3411000,8,7-8
3412000,8,7-8
3413000,8,7-8
3414000,8,7-8
3419000,4,4
3420000,20,17-20
3421000,20,17-20
3422000,20,17-20
3423000,20,17-20
3424000,20,17-20
3425000,20,17-20
