cnn,monthly_frequency,frequency_group
12155000,4,4
12156000,12,9-12
12158001,20,17-20
12158002,20,17-20
12159000,20,17-20
12164000,8,7-8
12165000,8,7-8
12166000,8,7-8
12167000,12,9-12
12170000,8,7-8
12171000,8,7-8
12172000,12,9-12
12176000,4,4
12178000,4,4
12179000,8,7-8
12180000,8,7-8
12181000,8,7-8
12184000,8,7-8
12186000,8,7-8
12187000,4,4
12188000,4,4
12189000,4,4
12190000,4,4
12191000,4,4
12192000,20,17-20
12193000,20,17-20
12194000,28,21-28
12195000,28,21-28
12196000,20,17-20
12197000,20,17-20
12198000,20,17-20
12199000,20,17-20
12199001,4,4
12200000,12,9-12
12201000,12,9-12
12202000,12,9-12
12203000,4,4
12204000,32,29-36
12205000,32,29-36
12206000,32,29-36
12207000,32,29-36
12208000,32,29-36
12209000,32,29-36
12210000,32,29-36
12211000,32,29-36
12212000,32,29-36
12213000,20,17-20
12214000,20,17-20
12222000,20,17-20
12223000,20,17-20
12225000,16,13-16
12227000,2,2
12228000,4,4
12229000,4,4
12230000,4,4
12231000,4,4
12232000,4,4
12233000,4,4
12235000,8,7-8
12236000,8,7-8
12237000,4,4
12241000,4,4
12242000,4,4
12243000,4,4
12244000,4,4
12245000,2,2
12247000,4,4
12248000,4,4
12249000,4,4
12251000,4,4
12255000,8,7-8
12256000,8,7-8
12257000,8,7-8
12258000,8,7-8
12259000,8,7-8
12260000,8,7-8
12261000,8,7-8
12262000,8,7-8
12263000,8,7-8
12264000,8,7-8
12265000,8,7-8
12266000,8,7-8
12267000,8,7-8
12268000,8,7-8
12270000,4,4
12271000,8,7-8
12272000,4,4
12296000,4,4
12297000,4,4
12298000,4,4
12299000,4,4
12300000,4,4
12301000,4,4
12302000,4,4
12303000,4,4
12304000,4,4
12305000,4,4
12306000,4,4
12307000,4,4
12308000,4,4
12309000,4,4
12310000,4,4
12311000,4,4
12312000,4,4
12313000,4,4
12314000,4,4
12315000,20,17-20
12316000,20,17-20
12317000,20,17-20
12318001,20,17-20
12318002,20,17-20
12319000,20,17-20
12320000,20,17-20
12321000,20,17-20
12322000,20,17-20
12323000,20,17-20
12324000,20,17-20
12325000,8,7-8
12326000,8,7-8
12327000,8,7-8
12328000,8,7-8
12329000,8,7-8
12330000,8,7-8
12331000,8,7-8
12332000,8,7-8
12333000,6,6
12334000,6,6
12335000,6,6
12336000,6,6
12337000,4,4
12338000,4,4
12339000,4,4
12340000,4,4
12341000,6,6
12342000,6,6
12343000,6,6
12344000,4,4
12345000,4,4
12346000,4,4
12347000,8,7-8
12348000,8,7-8
12349000,8,7-8
12350000,8,7-8
12351000,8,7-8
12352000,8,7-8
12353000,8,7-8
12354000,8,7-8
12355000,8,7-8
12356000,8,7-8
12357000,4,4
12358000,4,4
12359000,8,7-8
12360000,8,7-8
12361000,8,7-8
12362000,4,4
12364000,4,4
12365000,4,4
12369000,4,4
12370000,8,7-8
12371000,4,4
12372000,8,7-8
12374000,8,7-8
12375000,3,3
12377000,4,4
12379000,4,4
12380000,4,4
12381000,4,4
12382000,4,4
12383000,4,4
12384000,4,4
12385000,4,4
12386000,4,4
12387000,4,4
12388000,4,4
12389000,4,4
12390000,8,7-8
12391000,8,7-8
12392000,8,7-8
12393000,30,29-36
12394000,30,29-36
12395000,28,21-28
12396000,28,21-28
12397000,28,21-28
12398000,20,17-20
12399000,20,17-20
12400000,20,17-20
12401000,20,17-20
12402000,12,9-12
12403000,12,9-12
12404000,12,9-12
12405000,12,9-12
12406000,12,9-12
12407000,12,9-12
12408000,12,9-12
12409000,12,9-12
12410000,12,9-12
12411000,12,9-12
12412000,12,9-12
12413000,12,9-12
12414000,12,9-12
12415000,12,9-12
12416000,12,9-12
12417000,12,9-12
12418000,12,9-12
12419000,12,9-12
12420000,12,9-12
12421000,12,9-12
12422000,12,9-12
12423000,12,9-12
12424000,12,9-12
12425000,32,29-36
12426000,32,29-36
12427000,32,29-36
12428000,32,29-36
12429000,32,29-36
12430000,32,29-36
12431000,20,17-20
12432000,20,17-20
12433000,20,17-20
12434000,8,7-8
12435000,8,7-8
12436000,8,7-8
12460000,4,4
12461000,4,4
12463000,20,17-20
12464000,20,17-20
12465000,20,17-20
12467000,8,7-8
12468000,8,7-8
12469000,8,7-8
12470000,8,7-8
12471000,12,9-12
12472000,12,9-12
12474000,8,7-8
12475000,12,9-12
12476000,8,7-8
12477000,12,9-12
12479001,6,6
12480000,8,7-8
12482000,8,7-8
12483000,8,7-8
12484000,8,7-8
12485000,8,7-8
12498000,3,3
12520000,4,4
12521000,8,7-8
12522000,8,7-8
12523000,8,7-8
12524000,8,7-8
12525000,8,7-8
12526000,8,7-8
12527000,4,4
12528000,2,2
12539000,8,7-8
12540000,8,7-8
12541000,8,7-8
12542000,8,7-8
12543000,8,7-8
12547101,32,29-36
12547201,32,29-36
12548101,32,29-36
12548201,32,29-36
12549101,32,29-36
12549201,32,29-36
12550102,32,29-36
12550202,32,29-36
12551102,32,29-36
12551202,32,29-36
12552101,32,29-36
12552201,32,29-36
12553102,32,29-36
12553103,32,29-36
12553201,32,29-36
12554101,32,29-36
12554201,32,29-36
12555102,32,29-36
12555202,32,29-36
12556102,32,29-36
12556202,32,29-36
12557101,32,29-36
12557201,32,29-36
12559101,32,29-36
12559201,32,29-36
12560101,32,29-36
12560201,32,29-36
12564000,8,7-8
12565000,8,7-8
12566000,8,7-8
12569000,8,7-8
12570000,8,7-8
12571000,8,7-8
12572000,8,7-8
12573000,8,7-8
12574000,8,7-8
12575000,8,7-8
12576000,8,7-8
12577000,8,7-8
12578000,4,4
12582101,4,4
12582201,4,4
12583000,2,2
12584000,4,4
12586000,4,4
12587000,8,7-8
12588000,8,7-8
12589000,8,7-8
12590000,12,9-12
12591000,12,9-12
12592000,8,7-8
12593000,8,7-8
12594000,8,7-8
12595000,8,7-8
12596000,8,7-8
12597000,8,7-8
12598000,8,7-8
12599000,8,7-8
12600000,8,7-8
12601000,8,7-8
12602000,8,7-8
12603000,8,7-8
12606000,4,4
12607000,4,4
12608000,4,4
12609000,4,4
12611000,3,3
12613000,8,7-8
12614000,8,7-8
12615000,8,7-8
12617000,8,7-8
12618000,8,7-8
12619000,8,7-8
12620000,8,7-8
12621000,8,7-8
12622000,8,7-8
12623000,8,7-8
12624000,8,7-8
12625000,8,7-8
12626000,8,7-8
12627000,8,7-8
12628000,8,7-8
12629000,4,4
12630000,4,4
12631000,8,7-8
12632000,8,7-8
12633000,8,7-8
12634000,8,7-8
12635000,8,7-8
12636000,8,7-8
12637000,8,7-8
12638000,8,7-8
12640000,8,7-8
12641000,8,7-8
12642000,8,7-8
12644000,4,4
12645000,4,4
12646000,4,4
12647000,8,7-8
12648000,8,7-8
12649000,8,7-8
12650000,8,7-8
12651000,8,7-8
12652000,8,7-8
12654000,8,7-8
12655000,8,7-8
12656000,20,17-20
12657000,20,17-20
12658000,20,17-20
12659000,20,17-20
12660000,20,17-20
12661000,20,17-20
12662000,20,17-20
12663000,20,17-20
12666000,12,9-12
12667000,4,4
12668000,8,7-8
12671000,8,7-8
12677000,8,7-8
12679000,4,4
12680000,4,4
12682000,16,13-16
12683000,16,13-16
12684000,8,7-8
12686000,8,7-8
12687000,8,7-8
12688000,8,7-8
12689000,8,7-8
12690000,8,7-8
12691000,8,7-8
12698000,8,7-8
12699000,8,7-8
12700000,8,7-8
12701000,8,7-8
12702000,8,7-8
12703000,8,7-8
12705000,8,7-8
12706000,8,7-8
12708000,4,4
12712000,8,7-8
12713000,8,7-8
12714000,8,7-8
12715001,8,7-8
12715002,8,7-8
12716000,28,21-28
12717000,32,29-36
12718000,32,29-36
12719000,32,29-36
12720000,32,29-36
12721000,32,29-36
12722000,32,29-36
12723000,32,29-36
12724000,20,17-20
12725000,20,17-20
12726000,8,7-8
12727000,8,7-8
12728000,8,7-8
12729000,8,7-8
12730000,8,7-8
12731000,8,7-8
12732000,8,7-8
12733000,8,7-8
12734000,8,7-8
12735000,8,7-8
12736000,8,7-8
12737000,8,7-8
12738000,8,7-8
12739000,8,7-8
12740000,8,7-8
12741000,8,7-8
12742000,8,7-8
12743000,8,7-8
12744000,8,7-8
12745000,8,7-8
12746000,8,7-8
12747000,8,7-8
12748000,8,7-8
12749000,8,7-8
12750000,8,7-8
12751000,8,7-8
12752000,8,7-8
12756000,4,4
12757000,4,4
12759000,8,7-8
12760000,8,7-8
12761000,8,7-8
12762000,8,7-8
12775000,4,4
12776000,4,4
12777000,4,4
12778000,4,4
12779000,4,4
12780000,4,4
12781000,4,4
12782000,4,4
12783000,4,4
12784000,20,17-20
12785000,20,17-20
12786000,20,17-20
12787000,4,4
12788000,4,4
12789000,4,4
12790000,4,4
12791000,4,4
12792000,4,4
12793000,4,4
12794000,4,4
12795000,4,4
12796000,4,4
12797000,4,4
12798000,4,4
12799000,4,4
12800000,4,4
12801000,4,4
12802000,4,4
12803000,4,4
12804000,4,4
12805000,4,4
12806000,4,4
12807000,4,4
12808000,4,4
12809000,4,4
12810000,4,4
12811000,4,4
12812000,4,4
12813000,4,4
12814000,4,4
12815000,4,4
12816000,4,4
12817000,4,4
12818000,5,5
12819000,4,4
12820000,4,4
12821000,4,4
12822000,4,4
12823000,4,4
12824000,4,4
12825000,4,4
12827000,8,7-8
12828000,8,7-8
12829000,8,7-8
12830000,8,7-8
12832000,20,17-20
12833000,20,17-20
12834000,20,17-20
12837000,2,2
12838000,2,2
12848000,20,17-20
12849000,20,17-20
12864000,4,4
12865000,4,4
12866000,12,9-12
12867000,12,9-12
12868000,12,9-12
12869000,12,9-12
12870000,12,9-12
12871000,12,9-12
12872000,12,9-12
12873000,4,4
12874000,4,4
12875000,4,4
12876000,4,4
12877000,4,4
12878000,4,4
12879000,8,7-8
12880000,8,7-8
12881000,8,7-8
12882000,8,7-8
12883000,8,7-8
12884000,8,7-8
12885000,8,7-8
12886000,8,7-8
12888000,8,7-8
12889000,8,7-8
12892000,2,2
12893000,2,2
12904000,2,2
12905000,4,4
12954000,4,4
12956000,4,4
12957000,4,4
12958000,4,4
12959000,4,4
12960000,4,4
12961000,4,4
12962000,4,4
12963000,4,4
12969000,4,4
12970000,4,4
12971000,4,4
12972000,4,4
12973000,4,4
12974000,2,2
12986000,4,4
12987000,4,4
12995000,4,4
13005000,2,2
13006000,4,4
13007000,4,4
13008000,4,4
13009000,4,4
13010000,4,4
13011000,4,4
13012000,4,4
13014000,8,7-8
13020000,8,7-8
13021000,4,4
13022000,4,4
13023000,4,4
13024000,4,4
13025000,4,4
13026000,4,4
13027000,4,4
13028000,4,4
13029000,4,4
13030000,4,4
13031000,4,4
13032000,4,4
13033000,4,4
13034000,4,4
13036000,8,7-8
13037000,8,7-8
13038000,8,7-8
13039000,8,7-8
13040000,8,7-8
13044000,8,7-8
13045000,8,7-8
13046000,8,7-8
13047000,4,4
13048000,4,4
13051000,4,4
13052101,12,9-12
13052201,8,7-8
13053000,20,17-20
13054000,20,17-20
13055000,20,17-20
13056000,20,17-20
13057001,20,17-20
13057002,20,17-20
13058000,28,21-28
13059000,28,21-28
13060000,28,21-28
13061000,20,17-20
13062000,20,17-20
13063000,20,17-20
13064000,20,17-20
13065000,20,17-20
13066000,20,17-20
13067000,20,17-20
13068000,20,17-20
13069000,15,13-16
13070000,15,13-16
13071000,12,9-12
13072000,12,9-12
13073000,15,13-16
13074000,15,13-16
13075000,15,13-16
13076000,15,13-16
13077000,15,13-16
13078000,4,4
13080000,20,17-20
13081000,20,17-20
13082000,8,7-8
13083000,8,7-8
13092000,8,7-8
13093000,8,7-8
13094000,8,7-8
13095000,8,7-8
13096000,8,7-8
13097000,8,7-8
13098000,4,4
13099000,4,4
13109000,4,4
13110000,4,4
13111000,4,4
13112000,4,4
13113000,4,4
13114000,4,4
13115000,4,4
13116000,4,4
13117000,4,4
13118000,4,4
13119000,4,4
13120000,4,4
13121000,4,4
13122000,4,4
13123000,4,4
13124101,2,2
13124201,4,4
13125000,4,4
13126000,4,4
13127000,4,4
13128000,4,4
13129000,4,4
13130000,4,4
13132000,8,7-8
13133000,8,7-8
13134000,8,7-8
13137000,4,4
13138000,8,7-8
13139000,8,7-8
13140000,8,7-8
13141000,8,7-8
13142000,8,7-8
13143101,32,29-36
13143102,32,29-36
13143103,32,29-36
13143201,32,29-36
13144101,32,29-36
13144201,32,29-36
13145101,32,29-36
13145201,32,29-36
13145202,32,29-36
13146101,32,29-36
13146201,32,29-36
13147101,32,29-36
13147201,32,29-36
13147202,32,29-36
13148101,32,29-36
13148201,32,29-36
13148202,32,29-36
13149101,32,29-36
13149102,32,29-36
13149201,32,29-36
13150101,32,29-36
13150102,32,29-36
13150201,32,29-36
13150202,32,29-36
13151101,32,29-36
13151102,32,29-36
13151201,32,29-36
13151202,32,29-36
13152101,32,29-36
13152102,32,29-36
13152201,32,29-36
13152202,32,29-36
13153101,32,29-36
13153201,32,29-36
13153202,32,29-36
13154101,32,29-36
13154102,32,29-36
13154201,32,29-36
13154202,32,29-36
13155101,32,29-36
13155102,32,29-36
13155201,32,29-36
13155202,32,29-36
13156101,32,29-36
13156102,32,29-36
13156201,32,29-36
13156202,32,29-36
13157101,32,29-36
13157201,32,29-36
13158101,32,29-36
13158201,32,29-36
13159101,32,29-36
13159201,32,29-36
13160101,32,29-36
13160201,32,29-36
13161101,32,29-36
13161201,32,29-36
13162101,12,9-12
13162201,12,9-12
13163101,8,7-8
13163201,12,9-12
13164101,8,7-8
13164201,12,9-12
13165101,8,7-8
13165201,12,9-12
13166101,8,7-8
13166201,12,9-12
13167101,4,4
13167201,2,2
13168101,4,4
13168201,2,2
13169101,4,4
13169201,2,2
13170101,4,4
13170201,2,2
13171101,4,4
13171201,2,2
13172101,4,4
13172201,2,2
13173101,2,2
13173201,2,2
13174101,2,2
13174201,2,2
13175000,4,4
13177000,4,4
13181000,4,4
13182000,4,4
13183000,4,4
13184000,2,2
13185000,2,2
13188000,8,7-8
13189000,8,7-8
13190000,8,7-8
13191000,8,7-8
13192000,8,7-8
13193000,8,7-8
13194000,8,7-8
13195000,8,7-8
13196000,8,7-8
13197000,8,7-8
13199000,4,4
13200000,4,4
13201000,4,4
13202000,4,4
13203000,8,7-8
13204000,8,7-8
13208000,8,7-8
13209000,8,7-8
13210000,8,7-8
13211000,8,7-8
13212000,8,7-8
13213000,8,7-8
13214000,8,7-8
13215000,8,7-8
13216000,4,4
13216001,4,4
13217000,8,7-8
13219000,8,7-8
13220000,8,7-8
13221000,8,7-8
13222000,8,7-8
13229000,4,4
13230000,4,4
13231000,4,4
13232000,4,4
13233000,4,4
13234000,8,7-8
13235000,20,17-20
13236000,20,17-20
13237000,4,4
13238000,4,4
13239000,4,4
13240000,4,4
13241000,4,4
13242000,4,4
13243000,4,4
13244000,4,4
13245000,6,6
13246000,6,6
13247000,6,6
13248000,9,9-12
13249000,9,9-12
13250000,6,6
13251000,6,6
13252000,6,6
13253000,6,6
13254000,6,6
13255000,6,6
13256000,6,6
13257000,6,6
13258000,6,6
13259000,9,9-12
13260000,6,6
13261000,6,6
13262000,6,6
13263000,6,6
13264000,6,6
13265000,6,6
13266000,6,6
13267000,6,6
13268000,6,6
13269000,9,9-12
13270000,6,6
13271000,6,6
13272000,6,6
13273000,6,6
13274000,6,6
13275000,4,4
13276000,4,4
13277000,4,4
13278000,4,4
13279000,4,4
13280000,4,4
13283000,4,4
13284000,4,4
13285000,4,4
13286000,4,4
13287000,4,4
13288000,4,4
13289000,4,4
13290000,4,4
13291101,2,2
13291102,4,4
13291201,5,5
13292101,2,2
13292201,5,5
13293101,2,2
13293201,5,5
13294101,2,2
13294201,5,5
13295000,4,4
13296000,4,4
13297000,8,7-8
13298000,8,7-8
13299000,8,7-8
13300000,8,7-8
13301000,8,7-8
13302000,8,7-8
13303000,8,7-8
13304000,8,7-8
13305000,8,7-8
13306000,8,7-8
13308000,8,7-8
13312000,8,7-8
13319000,4,4
13320000,8,7-8
13321000,8,7-8
13322000,8,7-8
13323000,8,7-8
13324000,8,7-8
13325000,8,7-8
13326000,8,7-8
13327000,8,7-8
13328000,8,7-8
13329000,8,7-8
13330000,8,7-8
13331000,8,7-8
13336000,4,4
13342000,8,7-8
13343000,2,2
13354000,4,4
13355000,4,4
13356000,8,7-8
13357000,8,7-8
13359000,8,7-8
13360000,8,7-8
13361000,8,7-8
13362000,8,7-8
13363000,8,7-8
13364000,8,7-8
13365000,8,7-8
13366000,8,7-8
13367000,8,7-8
13368000,8,7-8
13369000,8,7-8
13371000,8,7-8
13372000,8,7-8
13373000,8,7-8
13374000,8,7-8
13375000,8,7-8
13376000,8,7-8
13377000,8,7-8
13378000,8,7-8
13379000,8,7-8
13380000,8,7-8
13381000,2,2
13382000,4,4
13383000,4,4
13384000,4,4
13385000,4,4
13386000,8,7-8
13387000,12,9-12
13389000,8,7-8
13391000,8,7-8
13392000,8,7-8
13393000,8,7-8
13402000,4,4
13403000,20,17-20
13404000,20,17-20
13405000,20,17-20
13406000,20,17-20
13407000,20,17-20
13408000,20,17-20
13409000,20,17-20
13410000,20,17-20
13411000,28,21-28
13412000,28,21-28
13413000,28,21-28
13414000,28,21-28
13415000,28,21-28
13416000,28,21-28
13417000,28,21-28
13418000,20,17-20
13419000,20,17-20
13420000,20,17-20
13431000,8,7-8
13432000,10,9-12
13433000,6,6
13434000,6,6
13435000,4,4
13436000,4,4
13437000,4,4
13438000,4,4
13439000,4,4
13440000,4,4
13441000,4,4
13442000,4,4
13443000,4,4
13444000,4,4
13445000,4,4
13446000,4,4
13447000,4,4
13448000,4,4
13449000,4,4
13450000,4,4
13451000,4,4
13452000,4,4
13454000,4,4
13455000,4,4
13456000,4,4
13458000,8,7-8
13459000,8,7-8
13460000,8,7-8
13461000,4,4
13462000,8,7-8
13463000,4,4
13464000,28,21-28
13465000,28,21-28
13466000,4,4
13467000,4,4
13468000,4,4
13469000,4,4
13470000,4,4
13471000,4,4
13472000,4,4
13473000,4,4
13475000,4,4
13476000,4,4
13477000,4,4
13478000,4,4
13479000,4,4
13480000,2,2
13481000,2,2
13483000,4,4
13484000,4,4
13485000,4,4
13486000,4,4
13487000,4,4
13488000,4,4
13489000,4,4
13490000,4,4
13491000,4,4
13492000,4,4
13493000,4,4
13494000,4,4
13495000,4,4
13496000,4,4
13497000,4,4
13498000,12,9-12
13499000,12,9-12
13500000,12,9-12
13501000,12,9-12
13503000,4,4
13504000,8,7-8
13505000,8,7-8
13506000,8,7-8
13507000,8,7-8
13508000,8,7-8
13509000,8,7-8
13510000,8,7-8
13511000,8,7-8
13512000,8,7-8
13513000,8,7-8
13514000,8,7-8
13515000,8,7-8
13519000,8,7-8
13520000,8,7-8
13521000,8,7-8
13522000,8,7-8
13523000,8,7-8
13524001,8,7-8
13524002,8,7-8
13525000,8,7-8
13526000,8,7-8
13527000,8,7-8
13528001,8,7-8
13528002,8,7-8
13529000,12,9-12
13530101,8,7-8
13530201,4,4
13531101,8,7-8
13531201,4,4
13532101,8,7-8
13532201,4,4
13533101,8,7-8
13533201,4,4
13534101,8,7-8
13534201,4,4
13535101,8,7-8
13535201,4,4
13536101,8,7-8
13536201,4,4
13537101,8,7-8
13537201,4,4
13538101,8,7-8
13538201,4,4
13539101,4,4
13539201,2,2
13540101,2,2
13540201,2,2
13541101,2,2
13541201,2,2
13542000,4,4
13543000,4,4
13544000,4,4
13545000,4,4
13546000,4,4
13547000,4,4
13548000,4,4
13549000,4,4
13550000,4,4
13551000,4,4
13552000,4,4
13553000,4,4
13554000,4,4
13555000,4,4
13556000,4,4
13557000,4,4
13558000,4,4
13559000,4,4
13560000,4,4
13561000,4,4
13562000,4,4
13563000,4,4
13564000,4,4
13565000,4,4
13570000,4,4
13573000,12,9-12
13574000,4,4
13576000,4,4
13576001,4,4
13577101,24,21-28
13577201,24,21-28
13578101,24,21-28
13578201,24,21-28
13579101,24,21-28
13579201,24,21-28
13580101,20,17-20
13580201,18,17-20
13581000,4,4
13582000,4,4
13583000,4,4
13584000,4,4
13585000,4,4
13586000,4,4
13587000,4,4
13588000,4,4
13589000,4,4
13590000,4,4
13591000,4,4
13594000,4,4
13596000,8,7-8
13597000,8,7-8
13598000,4,4
13599000,8,7-8
13600000,8,7-8
13601000,8,7-8
13602000,8,7-8
13606000,4,4
13608000,4,4
13609000,4,4
13610000,4,4
13611000,8,7-8
13612000,8,7-8
13613000,8,7-8
13614000,8,7-8
13615000,8,7-8
13616000,8,7-8
13617000,8,7-8
13618000,8,7-8
13619000,8,7-8
13620000,8,7-8
13621000,8,7-8
13622000,8,7-8
13623000,8,7-8
13624000,12,9-12
13625000,8,7-8
13626000,8,7-8
13627000,8,7-8
13628000,8,7-8
13629000,8,7-8
13630000,4,4
13631000,4,4
13632000,4,4
13633000,2,2
13634000,4,4
13635000,4,4
13636000,4,4
13637000,4,4
13638000,4,4
13639000,4,4
13646000,8,7-8
13647000,8,7-8
13648000,8,7-8
13649000,8,7-8
13650000,8,7-8
13651000,8,7-8
13652000,8,7-8
13653000,8,7-8
13654000,8,7-8
13655000,8,7-8
13656000,4,4
13657000,8,7-8
13658000,8,7-8
13659000,8,7-8
13660000,8,7-8
13661000,4,4
13662000,12,9-12
13663000,12,9-12
13664000,4,4
13666000,8,7-8
13667000,8,7-8
13668000,4,4
13669000,4,4
13670000,4,4
13671000,4,4
13672000,8,7-8
13673000,8,7-8
13674000,8,7-8
13675101,8,7-8
13675201,4,4
13682000,4,4
13683000,4,4
13684000,4,4
13685101,3,3
13685201,3,3
13686101,3,3
13686201,3,3
13689000,3,3
13692000,4,4
13693000,8,7-8
13694000,8,7-8
13695000,8,7-8
13696000,8,7-8
13697000,8,7-8
13698000,8,7-8
13699000,8,7-8
13700000,8,7-8
13701000,8,7-8
13702000,8,7-8
13703000,8,7-8
13704000,4,4
13705000,4,4
13706000,8,7-8
13707000,4,4
13712101,4,4
13712201,2,2
13713101,4,4
13713201,2,2
13714101,4,4
13714201,2,2
13715101,4,4
13715201,2,2
13716101,4,4
13716201,2,2
13717101,4,4
13717201,2,2
13718000,12,9-12
13722000,4,4
13723000,8,7-8
13724000,8,7-8
13725000,8,7-8
13726000,8,7-8
13727000,8,7-8
13728000,8,7-8
13729000,8,7-8
13730000,8,7-8
13731000,8,7-8
13732000,8,7-8
13733000,4,4
13735000,4,4
13740000,8,7-8
13741000,8,7-8
13742000,4,4
13743000,4,4
13744000,4,4
13746000,4,4
13747000,4,4
13748000,4,4
13749000,4,4
13750000,4,4
13751000,4,4
13752000,4,4
13753000,4,4
13754000,4,4
13755000,4,4
13756000,4,4
13757000,4,4
13758000,4,4
13759000,4,4
13760000,2,2
13761000,4,4
13762000,4,4
13763000,4,4
13764000,2,2
13766000,8,7-8
13767000,8,7-8
13768000,8,7-8
13769000,8,7-8
13770000,8,7-8
13771000,8,7-8
13772000,8,7-8
13773000,8,7-8
13774000,8,7-8
13775000,8,7-8
13779000,4,4
13780000,8,7-8
13781000,8,7-8
13782000,8,7-8
13783000,8,7-8
13784000,8,7-8
13786000,4,4
13787000,8,7-8
13788000,8,7-8
13789000,8,7-8
13793000,4,4
13794000,4,4
13795000,4,4
13796000,16,13-16
13797000,16,13-16
13798000,2,2
14001000,8,7-8
14002000,8,7-8
14003000,8,7-8
14004000,8,7-8
14005000,8,7-8
14006000,8,7-8
14008000,8,7-8
14009000,8,7-8
14010000,4,4
14097000,4,4
14098000,4,4
14099000,4,4
14100000,4,4
14203000,4,4
14204000,4,4
14205000,4,4
14206000,4,4
15017201,2,2
15018201,2,2
15019101,2,2
15019201,2,2
15023102,4,4
15023103,4,4
15023203,4,4
15023204,4,4
15024000,4,4
15025000,4,4
15028000,4,4
15046000,4,4
15101000,4,4
15106101,2,2
15106102,2,2
15106103,2,2
15106201,3,3
15106202,3,3
15107000,8,7-8
15167000,12,9-12
15168000,12,9-12
15188000,4,4
15189000,4,4
15190000,4,4
15191000,4,4
15192000,4,4
19002000,2,2
19092000,2,2
19198000,2,2
19397001,4,4
19541000,4,4
19792000,2,2
19834000,4,4
19857000,4,4
19934000,4,4
19980000,4,4
19981000,8,7-8
19982000,8,7-8
19983000,8,7-8
19984000,8,7-8
19985000,8,7-8
19986000,8,7-8
19987000,8,7-8
19988000,8,7-8
19989000,8,7-8
19991101,4,4
19991201,4,4
19992000,4,4
19995000,8,7-8
19996000,8,7-8
19997000,8,7-8
